"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","Diabetes_Incidence","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"367",14.6,85.2,12.7,2,4,8.2,3.2,0.4,0.5,47.8,126.48,7.1,12,20.9,7,0.2005844619,0.304,7,0.288,0.2012270571,0.1495907162,0.089578714,0.503071966,0.183902132,0.000469424,0.671070416,"Texas"
"368",9.7,92.6,7.3,1.5,3,5.8,6.7,2,0.6,44.7,140.03,6.6,10.8,24.6,6.7,0.1793503344,0.309,8.1,0.266,0.1688662226,0.1374740338,0.082098,0.497259558,0.214017489,0.000366284,0.744279327,"Texas"
"369",24.4,90,6.5,3.5,13.3,19.5,0.7,0.3,1.5,10.4,139,2.1,16.6,13.1,7,0.1582685579,0.276,6.3,0.278,0.1965277778,0.1406601007,0.080602303,0.517483548,0.155560429,0.000656698,0.712501943,"Texas"
"370",15.4,88.1,8.3,2.3,5.7,10.5,5.7,0.7,0.8,11.3,133.46,4.5,13.8,18.7,6.9,0.1702340475,0.292,6.1,0.285,0.1952144615,0.1620862324,0.065717874,0.469542476,0.187172771,0.000237438,0.387468672,"Texas"
"371",8.5,93.9,13.3,1,2.6,5.3,10.7,6.1,0.4,25.6,154.63,7.6,8.2,35.4,9.7,0.1649521544,0.287,5.6,0.205,0.1738458609,0.1518712958,0.072544584,0.493255965,0.200589879,0.000860317,0.813873165,"Texas"
"372",12.1,83.6,11.4,0.9,2.8,5.1,2.5,0.5,0.3,41.5,110.41,6.3,9.6,20.1,7,0.1847856359,0.328,8.8,0.289,0.3302053433,0.155652007,0.051948052,0.496386366,0.208365348,0.000199491,0.238331622,"Texas"
"373",16.1,86.4,13.6,2.3,5.1,8.4,4.5,0.7,1.3,29,127.85,4.8,11.6,19.7,8.3,0.1892339084,0.303,7.3,0.265,0.2187482459,0.1659975788,0.072916667,0.4689989,0.18990097,0.000344679,0.927446195,"Texas"
"374",17.2,84.8,12.5,1.4,5.8,9.9,5,0.1,0.3,16.9,128.23,7,12,20,7.2,0.1692046829,0.286,5.9,0.241,0.2236986087,0.169927002,0.071942446,0.436985361,0.197449115,0.000337914,0.335692172,"Texas"
"375",18.3,87,12.2,3,7.5,14.1,1.6,0.5,0.6,18.3,135.05,5,15.1,14.4,6.9,0.1678534409,0.283,7.5,0.279,0.2269230769,0.1502191555,0.060259344,0.508261038,0.168776149,0.000447152,0.414177465,"Texas"
"376",14.1,91.1,12.2,1.4,3.4,7.1,7.7,2.9,0.7,60.2,140.99,8.7,10.5,23.3,10.6,0.2378987385,0.272,7.8,0.218,0.1675516724,0.1366189017,0.090644328,0.506941017,0.190175511,0.000729811,0.840913054,"Texas"
"377",8,97.1,4.6,0.9,2.6,6.4,9.8,8.7,0.5,19.3,158.06,6.1,11,21.5,7,0.1174704037,0.223,7.5,0.203,0.1289347509,0.1425643594,0.073121999,0.508319482,0.212241881,0.000639242,0.887854769,"Texas"
"378",13.2,92.3,9.5,1.4,4,8.6,12.6,3.3,0.4,24.6,146.13,7.2,13.4,19.4,10.6,0.1772726162,0.297,6.9,0.239,0.1521816376,0.1504772384,0.086452573,0.506974146,0.187849424,0.00071689,0.880927126,"Texas"
"379",17.2,77.6,13,1.3,6.1,9.3,0.6,1,0.4,71.7,126.26,11.1,10.5,20.3,6.7,0.2772614518,0.309,7.3,0.26,0.2322196345,0.1613900244,0.077275935,0.507128459,0.160639134,0.000513856,0.795985609,"Texas"
"380",12.1,80.5,12.9,2,5,9.4,24.5,1.1,0.9,7.6,137.2,10.7,12.5,19.7,8.6,0.1915034792,0.351,5.7,0.328,0.1600853789,0.1816271056,0.094275701,0.497517579,0.174976155,0.000706721,0.417425593,"Texas"
"381",14.6,89.7,22.6,2.4,4.9,11.1,1.2,0.3,1.3,18.6,140.68,4,14.6,18.5,6.9,0.1704443342,0.297,7.7,0.264,0.1742574257,0.1571031745,0.080991736,0.513504274,0.1824236,0.001029866,0.744169611,"Texas"
"382",16.2,90.6,8.5,1.6,4.9,10,5.8,0.6,0.3,5.7,133.96,6.5,13.4,18.2,6.8,0.1341698007,0.305,6.4,0.314,0.1476424424,0.1506402897,0.084085316,0.505770392,0.202412319,0.000250604,0.547670907,"Texas"
"383",19.5,84.5,13.6,2.8,7.4,14,6.8,0.8,0.6,14.6,128.43,4.5,14.9,15.1,6.8,0.1768771065,0.302,7.2,0.33,0.224276032,0.1555956714,0.082079343,0.500664778,0.163742424,5.85274e-05,0.279507172,"Texas"
"384",11.5,79.4,15.4,1.7,3.8,7.1,2.9,1.3,0.1,74.7,119.11,7.2,10.3,22.3,7,0.2551815385,0.289,8.7,0.24,0.215147521,0.1571960716,0.102702703,0.393137189,0.191982093,0.000271518,0.720597838,"Texas"
"385",8.3,95.1,7.9,1,2.4,6.1,8.3,6.7,0.6,33.8,160.16,5.9,10.4,26.8,7.5,0.1395568864,0.21,7.2,0.164,0.1618442216,0.1320207989,0.077290051,0.495984818,0.225892366,0.000846537,0.925524229,"Texas"
"386",12.5,92.9,8.7,2.1,3.8,8.1,1.9,0.9,1.6,21.1,144.42,4,10.7,27.7,7.2,0.1990874232,0.267,5.7,0.228,0.2397279506,0.1732096809,0.072040154,0.506373173,0.205579496,0.000632265,0.640512008,"Texas"
"387",15.5,84.3,8.6,1.9,8.8,14,1.6,0.5,1.1,17.5,131.28,2.7,16.9,12.4,7,0.1788267317,0.284,6.4,0.278,0.2183254344,0.1592804912,0.098360656,0.498693587,0.165551446,0.000479731,0.499943789,"Texas"
"388",17.1,83.9,8.9,2,4.5,10,2.7,0.7,0.6,52,133.77,5.3,13.4,19.1,8.1,0.1931225499,0.323,8.3,0.244,0.1822153289,0.1393131041,0.084090319,0.482194672,0.184842938,0.000227193,0.514519845,"Texas"
"389",17.9,84.7,12,2.2,7.2,12.6,6.7,0.6,0.9,12.8,132.08,5,14.7,16.3,9.7,0.1792729964,0.317,6.1,0.348,0.2101154052,0.1716648723,0.072468354,0.512484199,0.169924671,0.000377145,0.671560638,"Texas"
"390",19.4,83.1,13.1,2.1,6,10.8,12.8,0.8,0.6,7.9,133.88,8.3,13.1,17.8,10.7,0.2113209508,0.332,5.6,0.32,0.2041343669,0.1833806588,0.094235269,0.517643751,0.160792459,0.000505663,0.665716065,"Texas"
"391",15.3,80.3,8.8,3.5,6.6,10.8,16.5,1.7,0.3,16.1,139.94,5.2,14.2,15.9,8.1,0.1669250803,0.304,7.1,0.273,0.1889185072,0.1444423875,0.072368421,0.508814468,0.175723934,0.000661585,0.661931313,"Texas"
"392",19.9,86.4,17.3,3.3,5.5,10.7,2.8,0.3,0.6,23.7,129.88,9.4,13.6,17.1,7.8,0.1933394395,0.284,6.6,0.276,0.244368406,0.1699616041,0.085195531,0.45326065,0.188007997,0.000211864,0.658774663,"Texas"
"393",16.9,82.9,9.8,1.7,5.5,9.2,6.7,0.4,0.3,50.7,122.84,8.9,13.1,18.4,7.1,0.2214292367,0.297,7.5,0.296,0.2467356782,0.1544116446,0.085851319,0.49444338,0.170914213,0.000388859,0.421770081,"Texas"
"394",23.4,80.2,15.1,2.2,5.6,9.1,1.1,0.8,0.3,47.2,126.94,7.2,12.6,17,6.9,0.2273275762,0.291,7.2,0.276,0.2515856237,0.166757288,0.105263158,0.488005603,0.166184054,0.000698812,0.60693153,"Texas"
"395",11.7,92.4,6.8,2.3,8.2,14.1,0.8,0.7,1.1,12.4,141.66,3.4,15.3,15.1,7.7,0.1317873555,0.27,6.9,0.297,0.1956474742,0.1352211964,0.071808511,0.51130028,0.186533555,0.000505205,0.74916963,"Texas"
"396",12.3,86.6,13.6,2.1,5.1,9.9,13.6,0.5,0.6,23.1,129.12,8.7,12.1,18.1,8.7,0.2055079746,0.308,6.4,0.335,0.2170525378,0.1753327769,0.073087172,0.489122861,0.163380132,0.000310426,0.404779231,"Texas"
"397",20.6,87.7,10.7,1.8,4.7,8.7,14.5,0.4,0.6,27.5,125.19,7.4,11.8,25.3,7.2,0.1798985088,0.294,6.7,0.257,0.1926559774,0.1738747354,0.069941715,0.369183867,0.205477191,0.000250376,0.358380358,"Texas"
"398",13.6,89.5,7.7,2.2,4.4,9.4,2.3,1.4,0.6,11.8,140.85,7.1,15.1,19.4,9.6,0.1286118492,0.292,8.2,0.236,0.059650117,0.1641673676,0.074101703,0.504354861,0.22337746,0.000506121,0.83886412,"Connecticut"
"399",12.9,90.9,6.7,2.2,5.2,10.2,5.8,4.1,0.6,10.6,150.28,6.8,14.7,20.5,8.3,0.1212906477,0.287,7.9,0.207,0.0546417876,0.1325646548,0.073863636,0.498863978,0.185205463,0.000673133,0.908715404,"Connecticut"
"400",11,91.7,4.3,2.9,5.6,11.2,5.6,3.1,0.2,6.2,158.51,5.2,16.1,17.4,6.5,0.1018970542,0.241,8.5,0.185,0.044942276,0.1133875565,0.05994047,0.51148908,0.191757896,0.000719236,0.926175185,"Connecticut"
"401",13.3,91.1,10.9,1.5,3.8,8.4,29.6,4.6,0.2,9.7,145.57,8.5,12.7,23.2,12.3,0.1780867915,0.305,6.3,0.244,0.1321054893,0.181628334,0.095232739,0.515583722,0.200123037,0.000855412,0.884987556,"Florida"
"402",10.2,92.9,3.2,1.9,4.5,9,3.2,4.9,0.1,5.5,158.2,4.7,13.9,23.4,7.2,0.0975888091,0.239,8.1,0.184,0.0415040887,0.1234432513,0.068603214,0.498160378,0.215807672,0.000508519,0.764550628,"Connecticut"
"403",9.6,92.7,6.4,2.4,4.7,8.5,11.6,5.3,0.2,19.7,160.24,6.1,13.8,17.7,6.4,0.1107221306,0.214,8.7,0.189,0.0924190924,0.1044629179,0.074928599,0.512870998,0.198457658,0.000910287,0.960080888,"Connecticut"
"404",18.5,86.1,19.8,1.8,5.1,10.4,15.2,0.7,1.4,3.7,127.05,8.6,14,20.3,11.2,0.2300692561,0.374,5.4,0.34,0.1486325803,0.211610221,0.080548926,0.456266026,0.159406878,0.00028355,0.327401992,"Florida"
"405",19.4,77.5,16.2,1.9,6,9.9,20.3,0.6,0.4,4.2,124.74,7.4,13.3,21.8,10.2,0.2034880228,0.356,7.2,0.332,0.1330836586,0.2154745229,0.108856089,0.457364629,0.168586067,0.000371361,0.790673212,"Florida"
"406",15.8,92.1,8,3.1,7.7,12.6,9.6,2.4,0.3,10.3,147.78,4.9,16.1,16.5,9.6,0.1571226066,0.269,6.8,0.255,0.135299686,0.1712400232,0.076927353,0.512213147,0.183213419,0.000749884,0.812886473,"Florida"
"407",13.5,94.9,8.1,1.2,4.4,9.8,11,2.8,0.1,9.9,142.65,7.1,13.6,18.2,10.5,0.1533637704,0.291,7.6,0.235,0.1191931188,0.1782554271,0.080841936,0.508009659,0.216252189,0.000568719,0.838854688,"Florida"
"408",16.6,91.8,8.5,2.9,9.2,14.4,10.9,2,0.4,15.6,140.99,4.9,13.5,15.6,9.2,0.1529996499,0.281,7.2,0.257,0.1440181631,0.1689663784,0.086462722,0.51634784,0.174302045,0.000718067,0.859822523,"Florida"
"409",16.4,94.6,7.4,1.7,6.5,13.4,6.1,1,0.5,4.3,145.71,5.5,15.7,16,8.3,0.165197713,0.289,7.4,0.239,0.1206056106,0.1585476571,0.075027788,0.50828558,0.185580514,0.000458926,0.686430968,"Florida"
"410",15.4,90.4,7.8,3.7,7.6,13,10.3,3.4,0.3,9.7,147.63,5.1,15.9,17,7.7,0.1613095941,0.256,7.5,0.234,0.1429457718,0.1744587594,0.084754019,0.520572898,0.207461089,0.000914904,0.957462942,"Florida"
"411",15.4,88,11.7,2.1,6.7,11.4,15.3,1.8,0.3,22.5,134.87,6.6,12.3,19,10.8,0.2029634073,0.344,6.7,0.28,0.1544786749,0.1692735661,0.081645996,0.510126113,0.150079103,0.000489162,0.731690182,"Florida"
"412",15.1,91.9,9.1,2.8,8,13,20.2,2,0.4,19,136.86,6,13.9,16.6,9.5,0.1708139739,0.271,6.6,0.276,0.1823659476,0.1733598231,0.085712931,0.511570698,0.181768664,0.000395227,0.821717203,"Florida"
"413",12,76.1,21.6,1.6,4.3,7.3,11.5,0.9,1.8,53.7,114.07,9.7,11,20.9,11.5,0.2424022437,0.347,7,0.296,0.2600029927,0.152581581,0.078459687,0.477729702,0.162518975,0.000383445,0.559351048,"Florida"
"414",16.3,88.4,6.3,4.8,10.6,16.9,8.9,1.3,0.3,12.4,144.82,2.9,15.4,13.4,7.8,0.1644741015,0.249,6.8,0.254,0.1935936589,0.1570814849,0.080716472,0.520311686,0.193751983,0.000696327,0.827650911,"Florida"
"415",20.2,79.4,14.9,2.1,6.3,10.9,26.8,0.3,0.7,4.9,128.17,6.6,13.5,19.5,13.9,0.2610430839,0.346,6.8,0.34,0.1365976968,0.2444862516,0.089816934,0.448817102,0.16054776,0.000411531,0.280625578,"Florida"
"416",11.2,94.4,5.1,2.1,5.6,12.1,5.4,2.7,0.4,7,159.79,4.9,14.3,14.6,6.8,0.1125727686,0.224,7.8,0.184,0.1007964379,0.1340964645,0.068780033,0.512452837,0.213989952,0.000904518,0.881840043,"Florida"
"417",10.6,95.2,7.6,2.1,4.2,9,12,4.5,0.3,21.4,155.66,6.3,13,20.7,8.7,0.1609640615,0.256,7.7,0.202,0.1185518084,0.1581163036,0.079956814,0.517819702,0.206768388,0.000774807,0.867218808,"Florida"
"418",19.5,92,10.5,1.9,5.2,9.9,11,2.3,0.3,6.5,141.56,7,13.9,20.3,10.7,0.1866007994,0.301,6.6,0.267,0.1379703611,0.1803883197,0.0837716,0.502136171,0.195413371,0.00050651,0.755010305,"Florida"
"419",14.8,90.4,8.6,2.9,9.6,17.5,10,2.6,0.3,10.4,142.92,5.1,15.7,13,8.7,0.1361328354,0.241,6.8,0.233,0.1581834848,0.155408318,0.077492075,0.518834826,0.173002989,0.000512373,0.863338071,"Florida"
"420",20.2,87.2,8.9,1.9,6.3,12.5,17.2,0.5,0.4,4.4,135.62,5.3,15,19.8,10,0.2118406104,0.314,7.1,0.295,0.1431983385,0.1830739406,0.072009292,0.404502814,0.219972836,0.000378048,0.567042804,"Florida"
"421",14.3,90.9,11.9,1.3,3.8,7.9,11.5,2.7,0.4,54.1,137.34,7.4,10.9,21.2,11.1,0.2336733304,0.286,8,0.259,0.1757451663,0.1639119838,0.082832188,0.507670789,0.18351383,0.000444454,0.688676331,"Florida"
"422",17.3,90.1,9.6,1.8,5.4,12.3,4.6,1,0.6,6.2,144.23,5.6,15.8,16.7,9.6,0.1856909613,0.281,7.4,0.25,0.1744195437,0.1895716923,0.077294686,0.494908103,0.184798892,0.000488128,0.635303308,"Florida"
"423",19.4,74.6,16.3,1.8,5.2,10.3,56.1,0.2,0.2,10.4,129.9,10.8,14.3,18.1,16.1,0.2387900729,0.357,5.8,0.327,0.1648044693,0.1724891417,0.120577977,0.524540277,0.144470485,0.000173777,0.516329302,"Florida"
"424",17.9,83.4,12.3,2.6,6.2,14.1,34.6,0.3,0.5,4.1,136.23,4.7,16,16.2,10.3,0.1741752083,0.324,6.6,0.273,0.1406737054,0.1607531535,0.100111235,0.480512009,0.15206827,0.000213053,0.513108868,"Florida"
"425",17.9,87.8,11.4,3.2,9.8,15.6,12.9,1.4,0.3,13.2,136.8,5.4,13.8,15.7,11.5,0.1972698048,0.301,6.8,0.282,0.1656590339,0.1778797989,0.084721581,0.519511776,0.161343759,0.000591399,0.792642877,"Florida"
"426",11.4,72.6,17.1,1.8,5.1,8.8,7.6,0.9,0.1,43.6,119.96,7.2,10.9,20.3,12.3,0.2885412963,0.347,6.4,0.342,0.2182182649,0.1878949907,0.071249553,0.468274854,0.148886882,0.000145444,0.762792543,"Florida"
"427",16.3,82.8,14.5,2.5,6.8,10.4,8.3,1,0.5,25.5,123,6.6,12.8,18.2,10.6,0.2628445517,0.292,5.2,0.309,0.2387229452,0.2146614238,0.080151638,0.461055713,0.162827336,0.000481391,0.77460246,"Florida"
"428",11,94.4,11.4,1.3,3.3,7,20.9,5.2,0.2,31.6,148.43,8,11.1,24.6,8.9,0.180804746,0.24,7.4,0.231,0.1567827378,0.1454695338,0.087808678,0.508616695,0.20681652,0.000828335,0.871867681,"Florida"
"429",21.2,84.5,13,2.8,5.9,11.5,5.9,0.2,0.1,5.8,129.37,6.7,14.3,17.1,10.6,0.2031179914,0.316,7.7,0.31,0.1864524066,0.214915807,0.075768942,0.493086219,0.171451245,0.000348858,0.211877915,"Florida"
"430",20.6,84.5,10.8,2.1,6.7,11.8,12.9,0.1,0.1,9.3,130.38,7.9,13.9,16.4,10.9,0.2348124179,0.329,6.6,0.29,0.1753982747,0.2015010555,0.09043849,0.477257159,0.173650154,0.000159963,0.472070468,"Florida"
"431",10.9,92.7,9.8,1.8,3.6,8.2,20.1,6.1,0.4,9.9,159.77,5.3,10.9,30.7,10,0.1930867221,0.258,6.5,0.204,0.1259977593,0.148948162,0.090319065,0.516660595,0.205617692,0.001504054,0.881173788,"Florida"
"432",23.7,81.1,6.8,2.9,5.2,11.1,13.3,0.1,1.1,5.8,122.86,3.6,12.7,20,13,0.2414106394,0.389,6.8,0.332,0.1626808385,0.1998091653,0.081934847,0.457047771,0.156764959,0.00041488,0.270358974,"Florida"
"433",22.5,90.6,7.7,5.4,13,21.2,5.6,1.3,0.3,7.3,140.94,3.3,17,11.2,7.9,0.146700831,0.261,6.8,0.23,0.167592159,0.1644984271,0.084313726,0.511355168,0.168552511,0.000664298,0.876201728,"Florida"
"434",15.6,92.4,6.8,5,10.4,15.1,5.7,1.4,0.6,13.6,149.34,3.7,15.6,13.6,6.9,0.1397097452,0.2,7.7,0.215,0.1668534918,0.132561439,0.070597909,0.506707582,0.200953781,0.000703851,0.9696483,"Florida"
"435",15.4,91.6,5.2,5.5,12.3,18.3,4.5,1.7,0.2,9.2,151.77,3.5,15.5,12.5,6.5,0.1250927603,0.207,7.7,0.202,0.1592719215,0.126977611,0.072076961,0.522632578,0.177574788,0.00079152,0.906161055,"Florida"
"436",14.1,92.2,7.6,3.4,8.9,14.7,8.7,2.1,0.2,16.4,145.49,4.9,14.6,15.3,8,0.1570931217,0.265,7.6,0.224,0.1807716417,0.1611503203,0.074690354,0.516911953,0.171518833,0.000569669,0.90366846,"Florida"
"437",21.7,89.7,10.1,4.3,12.2,19.7,3,1.8,0.3,5.7,135.96,4.1,16.2,12,7.8,0.1900776207,0.271,6.6,0.295,0.1486092981,0.184434352,0.080620794,0.517187598,0.164258751,0.000538786,0.788347164,"Florida"
"438",15.9,88.1,9.5,1.4,3.7,8.6,13.6,0.6,0.5,2.6,130.43,6.2,12.9,21.1,11.5,0.1992612885,0.344,6.4,0.356,0.1175624246,0.1940368539,0.09814433,0.474782546,0.180730424,0.000437637,0.3501383,"Florida"
"439",15.8,94.7,7,1.4,4.8,9.6,6.2,2,0.5,5.6,145.41,6.2,13.5,19.2,10.4,0.1509303998,0.26,7.1,0.246,0.1167920204,0.1942959214,0.077197334,0.48767427,0.193954694,0.000706418,0.71301826,"Florida"
"440",11.2,94.9,10.2,1.4,3.4,8.1,30.9,3.5,0.2,6.4,161.87,7.3,10.9,30.6,7.9,0.1479910782,0.273,6,0.18,0.114457076,0.1431004937,0.093808719,0.524921653,0.219301377,0.000831377,0.968118278,"Florida"
"441",10.8,93,9.9,2.4,4.9,9.1,28.6,3.6,0.3,29.8,146.77,7.4,13.2,19.3,8.5,0.1642106422,0.246,7.9,0.241,0.1651973777,0.1419505811,0.093739327,0.513269572,0.189275103,0.000722939,0.958590808,"Florida"
"442",10.3,92.7,6.3,2,6.3,13.8,7.3,1.4,0.1,24.3,149.31,4.5,16.7,17.1,6.7,0.142307469,0.228,7.8,0.217,0.1997802417,0.1598241262,0.068155112,0.472817633,0.260802674,0.000735655,1,"Florida"
"443",19.6,91.4,10,3.4,9.3,14.8,5.3,1.2,0.3,13.5,135.44,5,14.5,14.9,10,0.1877396,0.31,6.7,0.272,0.1560268679,0.1708730507,0.087191139,0.519462904,0.171223285,0.000532395,0.818987371,"Florida"
"444",11.6,93.7,10.6,1.6,4,8.3,16.8,4.1,0.3,28.7,147.48,7.6,12,21.8,9.8,0.1850178779,0.273,7.4,0.226,0.1474338825,0.1655315199,0.089589551,0.513054428,0.196326826,0.000841333,0.918427531,"Florida"
"445",21,82.5,16.9,1.2,6.7,11.8,20.1,0.8,0.3,6.4,123.44,5.9,13.6,19.3,11.1,0.2038056671,0.373,6.4,0.351,0.1471171648,0.2116808077,0.101004135,0.443066516,0.174269001,0.000355666,0.635046522,"Florida"
"446",14.7,92.6,8.6,1.2,4.2,9.2,15.1,0.5,0.2,3.7,135.68,6.2,14.6,17.7,8.5,0.1693035228,0.357,7.8,0.285,0.1114282117,0.1906390478,0.079703833,0.451133478,0.226416267,0.000285397,0.854334546,"Florida"
"447",15.7,88.2,7.3,1.4,6.7,11.5,23.5,0.1,0.1,3.2,137.59,4.5,14.7,16.3,8.1,0.1569051008,0.289,7.7,0.247,0.1514549812,0.16998199,0.102698651,0.517226197,0.153330678,0.000609553,0.284810835,"Georgia"
"448",16.2,84.3,24,1.6,4.6,9.1,69.6,1,0.2,2.9,137.05,15.3,12.4,21.6,12.6,0.2595742527,0.355,3.7,0.283,0.1682670508,0.2185222159,0.133821436,0.538009487,0.130104004,0.000875925,0.643398721,"Georgia"
"449",25.2,87.6,7.9,2.6,8.4,17.5,0.2,0.4,0.1,2.4,137.43,3.3,17.9,13.6,7.7,0.1588597448,0.268,8.3,0.252,0.2014619061,0.1635570187,0.080484331,0.51309237,0.146573519,0.000658355,0.846507896,"Georgia"
"450",13.4,91.6,10.9,1.4,3.7,7.3,31,3.3,0.5,6.5,145.99,9.3,12,21.3,11.5,0.1747619489,0.33,6.9,0.249,0.1257445147,0.1886071193,0.087440498,0.514166261,0.157701805,0.00049989,0.796847748,"Georgia"
"451",14.3,73.8,20,1.7,5.8,9.7,37.3,1.1,0.1,2.7,132.95,10.3,13,17.9,13.2,0.221244882,0.38,6.5,0.324,0.1479763156,0.2201852229,0.105764967,0.52676993,0.137157822,0.000858981,0.568526242,"Georgia"
"452",15,83.8,13.8,1.6,5.3,10.7,34.1,1,0.4,4.6,132.29,9.3,12.6,18.8,9.5,0.2095515677,0.319,6.6,0.263,0.1554186769,0.2089427355,0.136935992,0.51610962,0.140152654,0.000499602,0.576904468,"Georgia"
"453",11.6,51.7,25.7,2.3,5.5,9.7,41.3,0.1,0.1,11.4,117.32,6.9,13.2,19.3,11.7,0.27029487,0.316,7,0.281,0.1583732525,0.2385997487,0.105263158,0.414970247,0.134752626,0.000304878,0.587090909,"Georgia"
"454",18.2,88.3,11.1,2.3,5.8,11.3,1.2,0.2,0.3,0.9,132.82,8.6,14.3,15.9,8.8,0.1654699412,0.317,7.8,0.316,0.097615086,0.1914085083,0.082383874,0.502205177,0.175444293,0.000318634,0.532198372,"Indiana"
"455",12.9,89,5.2,3.2,4.8,9.9,0.8,0.4,0.2,3.1,137.24,6.7,14.4,17,9.3,0.1480548249,0.274,8.4,0.257,0.0912589094,0.179952741,0.076732673,0.504561881,0.172569094,0.000715205,0.439571573,"Indiana"
"456",12.5,91.1,9.6,1.8,4,8.4,11.5,3.8,0.2,7.5,143.65,8.2,12.3,20.4,10.2,0.1459569166,0.287,7.3,0.239,0.1195190251,0.1878892001,0.087018428,0.511495556,0.186602769,0.00065952,0.854430683,"Indiana"
"457",13.8,88.7,8.9,1.5,5.6,9.4,0.7,1.5,0.5,2,137.26,3.9,13.5,18.3,8.9,0.1477158065,0.323,7.9,0.314,0.0978084416,0.1934755169,0.076761745,0.503458907,0.189183472,0.000452472,0.661965812,"Indiana"
"458",17.3,88.1,13.6,2.2,5.3,9.4,7,1.4,0.1,2.5,141.61,6.7,11.9,25.1,10.5,0.1780110696,0.314,6.9,0.282,0.1103647261,0.1988103171,0.093416783,0.51719246,0.16945386,0.000967035,0.800562586,"Indiana"
"459",13.2,89.3,7.6,2.1,4,9.6,5.2,1.1,0.4,3.3,145.97,7.4,14.2,18.3,9.4,0.1608371576,0.298,7.7,0.302,0.0878522597,0.1865556075,0.082354808,0.515131835,0.175594606,0.000586105,0.825739494,"Indiana"
"460",16.4,86.5,9.4,1.8,5.2,10.3,2.1,0.9,0.2,2.8,135.33,7,14.5,19.1,8.6,0.1715653065,0.346,7.7,0.303,0.1055811735,0.2052544357,0.089679165,0.517706213,0.172420611,0.000555281,0.596644875,"Indiana"
"461",16.6,86,7.4,1.2,5,9.7,1.4,0.2,0.5,2.5,129.05,6.3,14,17.7,9.4,0.1668018104,0.301,7.2,0.348,0.1076909923,0.2103811545,0.08315745,0.497153974,0.163560549,0.000466,0.528869413,"Indiana"
"462",10.5,92.7,5,1.4,4.5,8.6,2.5,3.4,0.1,3.6,148.24,6.9,12.1,19.5,8.9,0.1316805733,0.291,7.9,0.226,0.0948334306,0.1702513917,0.068927875,0.50698767,0.184299557,0.000848743,0.784331276,"Indiana"
"463",16.5,86.9,10.6,1.9,5.2,10.2,5.4,0.6,0.8,3.2,130.4,6.6,13,19.8,9,0.1797574625,0.333,7.4,0.303,0.118750233,0.2328458958,0.078324932,0.464816208,0.174856742,0.000250962,0.549061052,"Indiana"
"464",22.8,81.4,12,2.1,5.7,11.2,2.6,0.5,0.1,0.6,126.55,8.1,15.1,16.3,8.1,0.1779820948,0.356,7.6,0.304,0.1135376676,0.2002435785,0.079177057,0.502973882,0.172533751,0.000510074,0.654082661,"Indiana"
"465",13.8,86.9,11.2,2.4,4.2,8.8,12.9,2.4,0.5,8.7,144.99,7.3,12.7,20.9,9.5,0.1687632042,0.312,7.1,0.246,0.1145376258,0.2028702125,0.080891306,0.513559807,0.194715935,0.00095738,0.853973499,"Indiana"
"466",13.5,90,7.3,1.5,5.2,9.5,0.7,1.3,0.5,8,137.64,6.1,13.7,19.5,9.8,0.159821527,0.343,8.4,0.257,0.1262451344,0.1865748508,0.070881493,0.503995347,0.172562996,0.00043246,0.645259702,"Indiana"
"467",15,88.8,12.1,2.4,4.8,9.2,9.5,1.2,0.1,2.7,143.54,7.3,14,21.3,9.5,0.1959889365,0.335,7.6,0.281,0.0981351682,0.2180894728,0.090584253,0.51593927,0.181147217,0.000885214,0.897853681,"Indiana"
"468",20.7,80.6,11.2,2.3,4,10.3,0.2,0.5,0.3,2.3,127.59,4.8,14,17.9,8.1,0.1868018717,0.324,8,0.358,0.1143031785,0.215240027,0.093081135,0.505478298,0.17261959,0.000421159,0.520036392,"Indiana"
"469",11.1,93.5,10.2,1.8,3.4,7.4,3.1,6.7,0.2,3.4,161.45,5.1,10.4,32.8,8,0.1692640607,0.227,7.1,0.205,0.1228294065,0.1924178086,0.070935961,0.501635784,0.208593601,0.000615044,0.82555409,"Indiana"
"470",12.8,87.2,8.9,2,4.1,8.2,5.4,1,0.2,15.9,131.89,7.7,11.8,19.1,10,0.174817903,0.328,8,0.264,0.1617908237,0.2073871035,0.074869306,0.505336611,0.157126524,0.00054061,0.738791956,"Indiana"
"471",15.6,86.9,10.2,2.4,5.2,9.8,1.2,1.4,0.5,15.4,129.11,6.2,14,17.3,10.7,0.203861081,0.331,8.7,0.303,0.1468338155,0.2095474497,0.085582998,0.498497865,0.161320902,0.000421285,0.718523841,"Indiana"
"472",13.3,86.7,13,1.6,3.5,7.2,28,3.3,0.3,10.4,144.31,8.8,12,23.9,11.4,0.176629989,0.327,6.6,0.265,0.1367816672,0.2143136174,0.091490641,0.518294698,0.192364625,0.000802965,0.871984839,"Indiana"
"473",18.1,86.5,12.1,2.7,5.8,10.3,5.1,1.1,0.4,3,135.04,8,13.9,18,12.6,0.1958406044,0.317,7.2,0.321,0.1238904556,0.2148024417,0.08056266,0.516178945,0.169189,0.000582081,0.764992672,"Indiana"
