"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","mortalityrate","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"1",9.1,94.2,5.8,1.8,3.8,8.2,6.8,7.7,0.3,21.7,157.88,6,13.5,18.3,0.0182640062097621,0.1542862707,0.279,8.9,0.198,0.0809189162,0.138421482,0.075096612,0.500243938,0.183696876,0.001092469,0.989186338,"Illinois"
"2",13.3,88.4,7.6,2,5.4,9.4,1,0.7,0.4,2.5,137.92,5,14.8,18.8,0.033112582781457,0.156891185,0.319,7.8,0.284,0.1079204584,0.2177945288,0.081108483,0.507554945,0.177220831,0.000600601,0.807159789,"Indiana"
"3",16.9,82.2,8.1,2,5.5,9.9,0.4,0.8,0.1,3.1,129.12,5.2,13.3,17.3,0.0577923328838374,0.1861996616,0.336,7.5,0.313,0.1130449767,0.2112354869,0.084314649,0.504703982,0.16141022,0.000284078,0.381122665,"Indiana"
"4",14.1,87.3,7.4,2.4,4.7,9.6,1.2,0.6,0.1,4.2,134.51,5.8,14.8,17.8,0.0403650797210324,0.1721310105,0.354,8.2,0.34,0.1064112291,0.1941372992,0.061167228,0.504399422,0.167975655,0.000179864,0.541002791,"Indiana"
"5",10.3,94.2,7.9,1.4,3.2,6.5,5.3,8.1,0.3,8.3,154.71,5.7,9.6,31.6,0.0202022294973271,0.1661586949,0.29,7.2,0.236,0.1259837373,0.1730883654,0.069222577,0.488766823,0.17613398,0.000710342,0.783539762,"Indiana"
"6",7.9,97.1,3.2,1.4,3.2,7.3,4,6,0.2,4,172.07,5.8,11.5,17.2,0.0169652757160255,0.1032686156,0.269,8.8,0.164,0.0640358244,0.1284951635,0.069139588,0.511646063,0.203751736,0.001414286,0.889718067,"Indiana"
"7",15.9,87.6,9.3,2.1,6.1,10.7,0.9,0.4,0.3,5.2,132.74,4.5,14.3,16.5,0.0796336850487756,0.1723474828,0.37,8,0.249,0.1380753138,0.1955866302,0.084180791,0.502507572,0.165175419,0.000590697,0.467076214,"Indiana"
"8",13.4,88,5.3,1.8,4.1,9.4,0.5,0.7,0.1,10.3,127.81,4.8,13.9,17.9,0.0315576874526635,0.1604252123,0.339,8.7,0.267,0.1191877869,0.2076860239,0.071258907,0.499160334,0.178119008,0.000293298,0.66812521,"Indiana"
"9",13.4,89.2,7,1.5,4.4,9.6,6.7,1.1,0.2,5.4,138.66,6.3,13.5,19.6,0.0195978186775733,0.1493067927,0.344,7.9,0.293,0.1066704944,0.2100642078,0.083560577,0.511501237,0.191350888,0.000433385,0.865501851,"Indiana"
"10",10.3,95.3,3.6,1.6,3.7,8.1,7,2.9,0.2,3.9,152.42,6,12.4,18.4,0.0263458855510781,0.1251099222,0.318,8.6,0.233,0.076090903,0.1630118833,0.065340211,0.500678663,0.182040757,0.000556286,0.672797151,"Indiana"
"11",19.3,87,13.5,2.5,5.9,10.3,7.2,1,0.2,4.3,134.99,7.9,14,19.6,0.0606648871633099,0.1777752719,0.391,7.2,0.321,0.1062322112,0.2111392452,0.100637181,0.521893721,0.160364907,0.000456023,0.615035469,"Indiana"
"12",15.2,84.2,11.9,2.3,4.4,9.1,1.1,2.2,0.2,7,133.34,6,13.1,18.1,0.0249370905216386,0.1693434468,0.322,8.1,0.311,0.1125328707,0.1999910097,0.070768483,0.501238271,0.173020422,0.000499217,0.688196149,"Indiana"
"13",18.2,82.1,10.4,1.7,5.4,11.9,0.5,0.5,0.4,1.3,129.65,4.1,16.5,15.7,0.0863516430798753,0.1667387535,0.355,8.2,0.29,0.1221881993,0.2039761431,0.072015161,0.497696737,0.174594284,4.79111e-05,0.499884125,"Indiana"
"14",18.6,85,10.6,2.3,6,11.4,0.4,0.5,0.6,1.7,133.5,5.8,14.1,16.5,0.0503634930366997,0.1611236981,0.355,7.9,0.331,0.119895102,0.1921135923,0.085050029,0.503910541,0.16443821,0.000329707,0.762582911,"Indiana"
"15",15.2,83.5,10.5,2.4,5.2,10.5,3,0.5,0.2,1.4,134.98,4.7,14.6,18.8,0.0628206470526646,0.1707627564,0.304,7.6,0.303,0.0946839278,0.1961303569,0.076335878,0.469735316,0.172078724,0.000465188,0.822887579,"Indiana"
"16",11.2,89.8,6.8,2.5,5.5,9.3,3.5,1.1,0.3,2.5,147.29,6.1,13.8,19.4,0.0216821194788031,0.1183304828,0.28,8.1,0.242,0.0465125221,0.1394885243,0.062306778,0.505922497,0.226569895,0.000782497,0.874024324,"Iowa"
"17",14.2,85.6,7.4,3.5,6.4,11.2,1.7,1.1,0.5,4.9,142.17,5.4,15.7,17.4,0.0281379698454757,0.1329794724,0.333,8.2,0.254,0.0481884916,0.1407170738,0.067616737,0.510355236,0.218166012,0.001627264,0.935312903,"Iowa"
"18",14,81.3,6.4,3.5,7.2,12.3,1,0.4,0.2,1.9,134.1,4.6,16.8,14.7,0.0569605832763727,0.1317233268,0.334,8.6,0.244,0.0641369803,0.147316184,0.051415797,0.497214326,0.204057569,0.000226706,0.773346572,"Iowa"
"19",16.6,86.1,10.7,2.7,5.3,11.9,2.8,0.6,0.2,3.6,135.96,7.5,15.3,16.9,0.0616649537512847,0.1494394117,0.339,7.6,0.296,0.0543016269,0.1736914036,0.079944866,0.497558862,0.190435981,0.000598478,0.737856227,"Iowa"
"20",10.8,92.6,6.1,1.8,4.7,9.1,0.5,0.7,0.1,2.8,148.99,7.1,12.9,17.6,0.0235036038859292,0.1138717342,0.325,8.7,0.234,0.0375140678,0.1473452045,0.061554789,0.507013343,0.213567025,0.000555259,0.739275284,"Iowa"
"21",16.4,89.6,7.2,1.3,5.7,10.2,2.2,1.3,0.4,3,137.82,5.4,12.8,18,0.0370809848709582,0.1360869385,0.307,7.8,0.272,0.1338065242,0.154294531,0.084687939,0.514699238,0.168776451,0.000454201,0.731350286,"Georgia"
"22",17,77.2,13.5,1.8,5.5,10.1,10.5,0.2,0.1,5.2,120.34,4.5,13.1,18.7,0.0484066155707947,0.1944314456,0.349,7.7,0.299,0.1793614304,0.2107186611,0.087719298,0.489767967,0.161694465,8.02504e-05,0.255698635,"Georgia"
"23",11.8,93.4,5,1.2,3.8,8.2,16.7,3.9,0.3,6.7,152.82,6.1,12,19.7,0.0265731636971696,0.134826078,0.312,8.7,0.208,0.1151959816,0.1569575076,0.079431974,0.511305527,0.175820323,0.001117652,0.848403505,"Georgia"
"24",15.8,68.6,18.3,1.4,5.5,9.1,42.1,0.2,0.1,6.1,129.28,11.9,12.9,19.1,0.0602069614299153,0.2342974472,0.293,6.3,0.247,0.1840994587,0.2231134479,0.1151303,0.515621505,0.13219737,0.000515198,0.622548668,"Georgia"
"25",15.4,85,13.9,2,5,9.5,13.9,1.4,0.2,11.1,134.9,7.5,12.6,19.5,0.0183810389371675,0.181454828,0.327,7.2,0.287,0.1759604108,0.1810921709,0.091887317,0.515948633,0.154392553,0.001274559,0.745413582,"Georgia"
"26",7.3,97,4.3,0.9,3.6,7.3,3.5,12.9,0.3,9.5,164.99,4.4,10.8,14.7,0.0067621253359931,0.1214986676,0.295,9.4,0.227,0.1054280027,0.1358424954,0.067233644,0.503250999,0.175915852,0.000381288,0.851769975,"Georgia"
"27",11.2,86,18.3,1.3,3.5,7.1,36.5,1.7,0.4,5.7,141.22,8.9,10.2,28,0.0352472898272883,0.2246676718,0.342,6,0.252,0.1678331289,0.1951981145,0.104990387,0.511794675,0.162405735,0.000549329,0.740783463,"Georgia"
"28",10.9,87.2,8,2.1,4.5,9.1,7.5,2.7,0.3,6.7,148.65,6.6,13.3,19.2,0.0225065355516698,0.1338626136,0.327,8.2,0.239,0.0503812239,0.1637180168,0.069739275,0.509062236,0.223124429,0.000883074,0.95278531,"Iowa"
"29",13.2,90.8,7.8,1.8,4.9,8.2,2.3,2.1,0.7,21.2,142.06,4.7,12.2,25.1,0.032928216488056,0.1802018463,0.374,7.6,0.249,0.13546501,0.185786535,0.069815195,0.513160251,0.158749403,0.000599898,0.69988127,"Kansas"
"30",13.1,89.8,5,4.6,5,9.9,1.2,0.7,0.6,4.2,142.92,5.2,14.5,18,0.0490591162350632,0.1217500633,0.315,8.2,0.253,0.0805380853,0.1358984069,0.066033664,0.509859742,0.160546288,0.000725614,0.789033585,"Kansas"
"31",20.2,88.9,12.7,2.9,7.3,13.1,8.2,0.6,0.9,5.6,138.96,6.3,14.6,16.5,0.0332815620146439,0.2117294403,0.305,6.5,0.342,0.1288424157,0.1879290382,0.087090559,0.518214553,0.149214302,0.00082324,0.87228193,"Arkansas"
"32",20,84.2,19,1.5,4.4,8.5,33.7,0.6,0.1,4.1,127.82,11.5,12.9,19.6,0.0727466718397633,0.2694228756,0.415,5.4,0.397,0.0947314273,0.2235157425,0.112300634,0.513668729,0.133947819,0.000388678,0.475193632,"Arkansas"
"33",17.7,88.2,13,1.9,4.5,8.8,3,1,0.6,9,136.22,7.9,12.2,22.4,0.0328125,0.2168174921,0.323,7.2,0.322,0.1219449447,0.2012038929,0.079985653,0.50273601,0.157618005,0.000709891,0.754153577,"Arkansas"
"34",17.4,74,14.9,1.8,5.6,9.9,32.7,0.7,0.9,4,136,9.1,14.4,17.6,0.0485610591422583,0.2441602407,0.386,5.7,0.347,0.109845724,0.1998562326,0.092441544,0.512422594,0.136056042,0.000722399,0.541223372,"Arkansas"
"35",18.5,84.6,8.5,3.1,9.3,14.4,0.4,0.7,1.2,2.4,131.73,4.6,15.2,14.4,0.0480672942118967,0.1801410343,0.337,7.6,0.444,0.104600949,0.1799265373,0.073070124,0.506451868,0.14391443,0.000588998,0.712745476,"Arkansas"
"36",27.1,82,16.4,2.9,8.2,14.8,0.8,0.1,0.3,2.3,126.81,6.6,14.6,13.5,0.0863756766094668,0.2424575762,0.371,6.5,0.315,0.1307247308,0.2165675547,0.086286595,0.503467972,0.127394191,0.000413907,0.56134152,"Arkansas"
"37",10.6,92.4,10.4,1.3,3.3,6.8,3.7,2.5,0.9,16.8,145.25,6.8,10,25.6,0.0194124771586886,0.1967297016,0.299,7.4,0.257,0.1341732006,0.206897463,0.079904539,0.500431925,0.17577602,0.000820483,0.858212888,"Arkansas"
"38",20.5,86.9,9.5,3.4,11.1,16.4,0.2,0.4,0.4,2.4,135.93,2.6,15.6,13.5,0.0480549748912756,0.2029167443,0.341,7.5,0.35,0.0998945148,0.1795878972,0.072616633,0.51561054,0.129205512,0.000852557,0.738033869,"Arkansas"
"39",17.6,91.1,11.7,1.4,4.4,7.7,14.5,1.4,0.4,5.1,141.74,9.6,10.9,22.8,0.0147386650454135,0.2103782042,0.356,6.5,0.335,0.1058422155,0.2096940424,0.08551656,0.513138376,0.142584188,0.001111601,0.701409123,"Arkansas"
"40",22.9,86.8,11.7,1.5,5.1,9.1,1.9,0.4,0.3,2.9,132.44,7.1,12.2,19.5,0.0507446221731936,0.2133762923,0.333,6.8,0.372,0.0890908113,0.205660352,0.078530078,0.507556393,0.160517889,0.000633542,0.438631504,"Arkansas"
"41",22.3,83.8,16.4,1.8,5.3,10.7,4.6,0.1,0.2,3,124.54,9.1,13,18.1,0.0500542254108618,0.2402088447,0.399,5.4,0.399,0.1120654397,0.23048709,0.086144029,0.515256213,0.146996101,0.000166389,0.33836391,"Arkansas"
"42",21.3,82.3,12.6,2.4,5,8.8,24.3,0.7,0.4,4.7,142.91,9.3,11.6,24.1,0.0453288608857259,0.2331334818,0.342,4.9,0.354,0.1039476901,0.205630671,0.1,0.524870901,0.147155804,0.000441833,0.670450098,"Arkansas"
"43",14.1,88.2,8.4,1.2,4,8,5.7,0.9,0.7,4.5,137.23,7.3,11.9,20.2,0.0502328359830023,0.1771323446,0.381,7.5,0.319,0.08254861,0.1856997472,0.076211782,0.506728693,0.159222234,0.00018145,0.557478495,"Arkansas"
"44",15.1,85.1,8.7,2.1,6.4,14.1,1,1.4,0.8,15,134.89,3.3,15.2,15.7,0.0389753038302094,0.2211498983,0.34,8,0.334,0.1666278691,0.1868254705,0.068161435,0.507885408,0.131624649,0.000649726,0.501384537,"Arkansas"
"45",18.5,79.8,19.8,1.3,5.2,9.6,53.5,0.6,0.4,5.2,126.4,11.2,12.8,19.2,0.0432406934234836,0.2742269083,0.445,4.5,0.396,0.0948331194,0.2460936302,0.123421589,0.451366621,0.127332651,0.000564143,0.700757308,"Arkansas"
"46",15.7,88.3,12.3,2.1,3.9,9,36.8,2.2,0.3,6.2,149.61,9.7,13,21.5,0.0494040949373536,0.1942507355,0.323,6.1,0.28,0.1000417168,0.1891926496,0.104728609,0.521645264,0.160039902,0.001123098,0.869083575,"Arkansas"
"47",13,91.1,17.2,1.2,3.4,6.4,3.2,7.5,0.9,59.6,119.87,9.2,10,22,0.0258402634978982,0.246018615,0.263,7.6,0.193,0.1013648069,0.1445934305,0.063701637,0.496039781,0.176184571,0.000465627,0.481232872,"California"
"48",11.2,95.2,6.2,2,4.4,9,8.7,16.7,0.5,25.6,154.85,6.2,13.1,18.6,0.0195615602300439,0.1214341659,0.242,8.3,0.177,0.0652042026,0.1046856736,0.06838401,0.511542761,0.162789093,0.000998451,0.885333524,"California"
"49",13.1,91.6,11.6,1.5,3.8,7.5,3,5.5,0.8,46.3,128,7.8,11.2,21.4,0.031465129179815,0.1883067866,0.301,7.9,0.21,0.0848909323,0.1265945641,0.062823232,0.505772214,0.177937737,0.000655661,0.883071923,"California"
"50",9.9,92.9,7.8,2.3,4.5,8.2,2,5.6,1,45.4,143.32,5.6,11.3,24.3,0.0199316054796239,0.1764525178,0.205,8.6,0.163,0.1222123938,0.111877815,0.061680513,0.49951588,0.194451515,0.000755448,0.967616981,"California"
"51",18.9,86,15.5,2.4,5.9,11,0.8,1.5,2,25,130.96,7.2,14.1,17.7,0.0422429438638213,0.1873571049,0.267,7.1,0.256,0.0923959716,0.147413241,0.060203139,0.502986915,0.187862511,0.000426486,0.532971968,"California"
"52",9,94.7,6.9,1.5,3.5,7.5,0.8,3,0.7,59.8,130.39,6.5,12.2,20.3,0.0243755789199993,0.1834787665,0.228,9.4,0.2,0.1025476593,0.1091542333,0.063519814,0.496701114,0.189823444,0.000340182,0.852322278,"California"
"53",11,92.6,8.1,1.1,3.9,8.5,17.9,2.1,0.3,7,145.25,7.6,12.7,18,0.0205671036033566,0.1480073192,0.271,8,0.225,0.1258059692,0.1671176041,0.080891385,0.512503024,0.175477297,0.000491234,0.642113779,"Georgia"
"54",12.7,91.2,9.4,1.6,4.4,9.2,17.7,1.4,0.1,4.4,137.89,7.3,12.2,17.9,0.01497278162198,0.1466416612,0.32,7.9,0.245,0.1403749185,0.1797349128,0.088964927,0.513694225,0.16282031,0.000429869,0.645162831,"Georgia"
"55",17.2,84.5,14.3,1.3,4.4,8.7,3.8,1.1,1.3,15.8,127.42,8.9,12.6,18.5,0.0329375054173529,0.1945911267,0.284,7.8,0.264,0.1940779891,0.2064161231,0.081496063,0.50421763,0.161442434,0.000477251,0.528213677,"Georgia"
"56",10.1,95,5.4,0.9,3.7,8.8,7,1.8,0.4,10.5,152.35,5.3,12.5,17.6,0.0110171592254937,0.1250623923,0.275,8.6,0.214,0.1375224277,0.148834906,0.070927187,0.507441381,0.182586193,0.000360322,0.927327779,"Georgia"
"57",10.4,94.6,4.3,1.8,4.8,11,22.7,4.5,0.2,7.2,161.22,5,14.9,14.7,0.0246785182312553,0.1264149794,0.328,8.4,0.199,0.1098945484,0.1340227548,0.077637131,0.515018768,0.162017771,0.001101938,0.877607515,"Georgia"
"58",10,93,10.7,1.2,3.2,7,44.1,7.1,0.4,7.2,165.83,7.9,11.2,24,0.0210453341256283,0.1386773986,0.258,6.7,0.189,0.1396064102,0.1481259133,0.105029507,0.516162824,0.17816325,0.001068712,0.944124417,"Georgia"
"59",14.6,87.5,11.6,2.3,5.1,12.8,0.6,22.5,0.5,12.7,145.83,4.9,15.4,17.2,0.0243801714572874,0.1525076312,0.228,7.1,0.2,0.0589203568,0.1499135316,0.080372501,0.502189479,0.218425958,0.000733093,0.725722529,"Hawaii"
"60",10.9,92.1,5.4,2.9,5,9.4,2.4,42.7,0.2,9.8,150.04,4.3,11.9,22.6,0.0216308872745082,0.1233492266,0.222,8.1,0.202,0.0437994664,0.1117734823,0.084082232,0.495811526,0.188853397,0.000899156,0.96875495,"Hawaii"
"61",9.7,90.2,5.9,2.3,5.4,11.7,0.4,33,0.6,11.1,145.27,3.8,14.5,17.1,0.0207949204940873,0.1272945211,0.202,7.7,0.193,0.0523054804,0.1321722256,0.074098361,0.502394869,0.204350735,0.00072489,0.928872725,"Hawaii"
"62",17.2,89.3,8,3.1,5.8,10.7,0.4,0.8,6.1,3.9,140.98,5.8,13.9,19.5,0.0791922391605623,0.1530171091,0.322,7.9,0.231,0.1122044769,0.1480407338,0.054062127,0.505387798,0.167520714,0.000624251,0.735667898,"Idaho"
"63",13.6,92.1,9.1,1.8,5.5,11.1,0.3,0.9,1.4,4.6,144.42,5.8,13.7,18.2,0.0309587938453918,0.1536429506,0.262,7.4,0.203,0.1162408729,0.1598934293,0.05677356,0.506632709,0.188651734,0.000791508,0.924083354,"Idaho"
"64",13.7,91,10.1,1.6,5,8.4,0.8,1.8,0.7,16.4,137.35,6.3,11.4,20.2,0.0313658066239937,0.1580280885,0.307,8.2,0.237,0.1497418494,0.157246233,0.069416618,0.506274397,0.163664781,0.000740516,0.808002072,"Idaho"
"65",10.3,93.2,6.6,1.4,3.9,8.6,1.4,2.5,0.5,8.2,154.78,5.5,12.1,20.4,0.013405225058834,0.116468335,0.256,7.9,0.155,0.0946026962,0.1178129846,0.064693137,0.498718549,0.193106133,0.000886666,0.893084246,"Idaho"
"66",15.8,92.9,8.3,1.6,3.9,8.2,0.3,0.6,6.4,18,137.43,5.7,11.9,17.8,0.0324422527900337,0.1904175016,0.317,8,0.267,0.1600124523,0.1563274858,0.078051643,0.498595164,0.164451313,0.000377862,0.448900388,"Idaho"
"67",16.9,93,9.7,2.2,5.2,11.4,1.1,2.7,1.1,8.9,148.28,5.5,13.6,22.5,0.0287136041895519,0.139071777,0.273,7.3,0.166,0.087936049,0.1520904378,0.066239316,0.507622071,0.192840093,0.000865264,0.849537267,"Oregon"
"68",20.8,73.3,14.8,3.1,7.7,14.4,35.4,0.1,0.6,3,133.07,7.3,16.2,15.3,0.065252854812398,0.1857653347,0.307,7.4,0.265,0.1464842896,0.1853339828,0.110029211,0.51618542,0.132985217,0.000611306,0.563601919,"Virginia"
"69",13.6,86.7,6,2.1,6.5,11.9,4.3,0.6,0.3,2.8,137.76,4,15.4,16.9,0.0225293875982348,0.1346691934,0.346,8.9,0.256,0.1146970251,0.1608787506,0.06539075,0.491926344,0.176721677,0.000470975,0.561884746,"Virginia"
"70",11,90.8,4.8,2.4,6.8,12,5.9,3.1,0.2,3.1,151.71,5.1,14,16.5,0.0318901278794128,0.1405695574,0.27,8.9,0.266,0.0821634622,0.151007067,0.072202166,0.519403176,0.170896823,0.001207512,0.87465359,"Virginia"
"71",13.4,88.7,4.9,2.1,6.7,13.1,3,0.7,0.1,1.7,145.57,3.3,16.3,14.6,0.0360609429936593,0.1142446323,0.253,8.7,0.238,0.0767945944,0.138704268,0.068585426,0.504950197,0.182475964,0.000539779,0.89302522,"Virginia"
"72",17.4,78.3,10,2.3,7.6,13.8,0.7,0.1,0.3,3.5,128.36,3.7,15.6,15,0.0404912943717101,0.1655472592,0.305,8.7,0.245,0.1394320399,0.1728010716,0.068906606,0.505367241,0.156604359,0.000908357,0.478663205,"Virginia"
"73",10.2,93.1,5.5,2.5,4.5,8.5,5.2,34.4,0.4,15.2,166.52,3,11.6,29,0.0146042420228573,0.1182611986,0.181,7.8,0.152,0.0627356581,0.1015553353,0.069970147,0.490551587,0.238984206,0.001585308,0.999562861,"California"
"74",11.8,94.2,10.7,1.8,3.9,8.1,9.8,15.7,0.7,23.2,144.53,7.6,12.1,22.1,0.0323172017716056,0.1544768872,0.276,7.4,0.183,0.0719905611,0.1253032663,0.068393797,0.511493866,0.18902068,0.000815274,0.910191657,"California"
"75",13.2,94.1,5.1,2.1,5.7,12.6,0.8,4.5,0.8,12.8,151.3,4.1,17,15.2,0.0188799966435562,0.1129312585,0.187,7.9,0.172,0.0621665818,0.1099345121,0.064806481,0.500880808,0.22174813,0.000748162,0.84509936,"California"
"76",8.8,90.5,9.6,1.9,3.6,7.7,2.6,5.6,0.7,58.7,129.22,5.9,11.1,21.6,0.0172178680147109,0.2244785995,0.246,8.7,0.172,0.1194934648,0.1236516151,0.059181404,0.490570546,0.175737807,0.000587696,0.902408585,"California"
"77",9.9,94.9,7.8,1.8,4,7.9,5,11.9,0.7,33.7,151.19,5.9,11.7,24.2,0.0232699759882561,0.1306946896,0.201,8.3,0.155,0.0948831846,0.111223271,0.064767067,0.497163288,0.2188116,0.000784659,0.931829188,"California"
"78",12.1,87.6,20.4,1.4,3.2,6.6,1.6,3.6,1.3,64.6,121.14,9.2,9.8,21.5,0.0180311294570698,0.2661324539,0.334,7.8,0.222,0.112012774,0.157733915,0.064844329,0.500335551,0.177823562,0.000432738,0.586072609,"California"
"79",16.5,91.1,10.5,2.1,4.3,10.9,1.1,3.1,5,11.6,147.09,6.5,13.6,22.8,0.0351975830992938,0.1648021378,0.275,6.9,0.162,0.0893508881,0.1527977715,0.055933992,0.501053818,0.203880968,0.000663096,0.696678874,"California"
"80",13,89.8,15.8,1.5,4,8.4,3.2,2.1,1.6,57.8,122.32,7.5,11.2,20.9,0.027906032776904,0.2285716595,0.263,7.7,0.196,0.1301505594,0.142694435,0.063631343,0.517062387,0.170854166,0.000400005,0.741795645,"California"
"81",12,92.4,7.4,1.6,4.1,10,1.1,4.8,0.5,33.6,152.22,4.7,13.6,22.2,0.0167727115275929,0.1636196586,0.182,8.1,0.144,0.0780737477,0.11555175,0.056251186,0.504752924,0.199699779,0.000973934,0.936611505,"California"
"82",11.6,92.7,10.4,1.7,4.4,8,6.5,6.5,0.8,48.9,134.82,6.4,11.3,20.9,0.0183208623617673,0.1916145726,0.258,8.3,0.212,0.1086030431,0.1235872909,0.065665724,0.502518908,0.193933842,0.000420156,0.88020091,"California"
"83",11,93,12.7,1.2,3.2,6.9,8.3,7.2,0.8,53.3,133.41,8.2,11.2,22.8,0.0322342527616696,0.1974832113,0.273,8.1,0.213,0.09659272,0.1305438795,0.072135208,0.502751746,0.17813583,0.000570923,0.842731217,"California"
"84",9.1,95,3.8,2.5,6.4,12.6,2.2,5.9,0.4,16,171.39,4.6,15.3,13.2,0.016559734428073,0.110283905,0.181,8.5,0.12,0.0624398478,0.0966976422,0.059742647,0.512121573,0.198849193,0.001462363,0.936420651,"California"
"85",10.6,95.2,5.5,2.3,5.9,10.9,1.7,7.5,0.5,14,155.7,4.6,13.5,16.2,0.0213659452268733,0.1073686937,0.207,8.3,0.148,0.0538785458,0.0971520434,0.056592207,0.513085662,0.2088014,0.001196086,0.782850025,"California"
"86",18.3,89.3,11,2.3,6,11.9,1.2,3.2,2.7,10,141.14,5.9,14.7,18.5,0.0316596311930682,0.1493934321,0.24,6.7,0.193,0.0856041781,0.1431330477,0.061524774,0.50985075,0.18664102,0.000729671,0.775379042,"California"
"87",12.3,94.4,7.2,1.8,4.1,9.3,13.9,15.4,0.5,26.5,141.88,7.1,13.5,21.2,0.0371688945612503,0.1483002348,0.295,7.8,0.191,0.0595949649,0.1176509788,0.066863922,0.503365462,0.18076555,0.000825514,0.927493807,"California"
"88",12.7,86.7,16.1,1.8,3.7,8.1,72.6,0.8,0.1,1.5,144.9,11.3,12.5,22.4,0.0261509585169876,0.2207427361,0.361,4.9,0.325,0.128607538,0.1927486223,0.150814638,0.533198745,0.124153318,0.00074519,0.72770043,"Mississippi"
"89",20.8,86.4,19.5,1.8,3.9,7.6,37.2,0.8,0.2,2.9,143.73,10.1,11,25.6,0.0359827282904206,0.2013485957,0.351,6,0.298,0.1550895933,0.1914615843,0.116350113,0.524816068,0.149836672,0.000553039,0.92805669,"Mississippi"
"90",11.7,84.9,16.1,1.6,4.7,9.1,43.8,1,0.1,2,138.92,10.1,13.3,20.9,0.0220600712709995,0.2122548565,0.356,6,0.297,0.1466317591,0.2061659607,0.105064655,0.524076373,0.129981211,0.000519176,0.573964101,"Mississippi"
"91",23.4,78.5,19.5,1.4,4.5,9,38.1,0.3,0.4,11.3,123.22,13.2,12.3,19,0.0459575069820059,0.2601848522,0.377,6.6,0.373,0.2060299424,0.237089445,0.122976339,0.512638707,0.129099459,0.000141518,0.685642513,"Mississippi"
"92",24.8,75.9,24,1.9,3.7,7.2,59.6,0.4,0.3,4.6,126.27,11.9,11.1,24.7,0.0849617672047579,0.2714596134,0.37,4,0.382,0.1476651452,0.2504802797,0.134584665,0.449787265,0.122936418,0.000182568,0.452877249,"Mississippi"
"93",19.3,77.4,28.3,1.7,3.8,9.4,64.2,0.9,0.1,2.2,135.87,13.4,12.5,20.9,0.0478728497111671,0.2883650431,0.364,3.2,0.358,0.1467019059,0.230073669,0.135097877,0.533188747,0.107645978,0.000540184,0.519958998,"Mississippi"
"94",16.3,74.8,25.9,1.7,5.1,9.8,54.3,0.3,0.5,1.6,132.37,9.4,13,18.2,0.12385309506357,0.2430022382,0.343,5.5,0.363,0.1548126065,0.2189741073,0.134851587,0.526810699,0.113617841,0.000425468,0.542149292,"Mississippi"
"95",14.6,78,25.9,1.5,3.8,7.6,73.9,0.1,0.1,1.8,127.16,14.9,11.8,23.8,0.0582863804157762,0.2888597192,0.422,2.8,0.339,0.1599496855,0.2425450024,0.146434635,0.475252774,0.116366781,0.000333272,0.466485569,"Mississippi"
"96",17.4,79,28.2,2,5.9,10.4,56.3,0.6,0.3,5.8,130.9,10.4,15.3,18.4,0.121826109258784,0.2523478033,0.356,5,0.326,0.1586203971,0.2286402875,0.125931446,0.49359959,0.125201111,0.000863889,0.742267084,"Mississippi"
"97",11.5,92.8,6.8,1.1,3.6,7.9,27.3,1.4,0.2,4.9,142.24,7.8,11.6,19,0.0126372932016857,0.1647402456,0.322,7.5,0.342,0.106923016,0.1942775632,0.083801178,0.517199948,0.156009588,0.000328866,0.744474487,"Mississippi"
"98",11.9,91.4,7.1,2.5,4.6,8.8,21.6,5.7,0.2,3.8,154.85,7.5,13.9,19.9,0.0221336482803926,0.1403752462,0.248,8.2,0.228,0.0676186111,0.1476232422,0.087612646,0.519055665,0.187201905,0.00106935,0.846953106,"Pennsylvania"
"99",17,79.6,9,3.3,6.5,11.9,2.6,0.3,0.1,1.5,131.97,4.6,15.6,16.5,0.052736910428386,0.1346099853,0.379,8,0.293,0.0872628336,0.1606384496,0.073348614,0.479183597,0.190778969,0.000436959,0.403115433,"Pennsylvania"
"100",29.1,76.1,13.3,2.7,7.2,13.1,0.6,0.3,0.2,1.8,123.15,3.2,16,14.2,0.114311842706904,0.2296879095,0.341,6.3,0.352,0.1586515107,0.2444484629,0.086309524,0.506659563,0.150590095,0.000372995,0.655498854,"Missouri"
"101",20.1,83.6,15.8,2.2,5.4,10.2,11.6,0.4,0.4,2.3,131.41,7.9,13.5,18.6,0.0286026314420927,0.2255067013,0.35,6.6,0.288,0.1245354901,0.2301886029,0.091802358,0.512530649,0.154160774,0.000512715,0.576637493,"Missouri"
"102",19.7,92.2,13,1.2,2.2,4.9,11.2,2.5,0.9,11.2,146.11,6.7,8.1,31.4,0.0365286269081401,0.1904858068,0.303,6.6,0.249,0.1094946597,0.2161450094,0.068775791,0.429919854,0.222030848,0.000300633,0.653709301,"Missouri"
