"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","mortalityrate","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"816",18.7,83.8,17.3,1.6,5.1,9.7,24.8,0.4,1.2,3.3,133.05,11,13,19.3,0.082583960359699,0.2082776857,0.337,5.8,0.377,0.1045931868,0.2140136432,0.097446709,0.50683993,0.134466621,0.000546597,0.640283466,"Arkansas"
"817",16.2,86.3,11.8,1.8,4.9,9.4,4.4,0.7,0.6,4.3,135.34,6.6,12.1,20.2,0.0317553063116847,0.2193648999,0.38,7.1,0.321,0.1093360117,0.1940550702,0.076799767,0.513505671,0.151622786,0.000492667,0.533110177,"Arkansas"
"818",20,87.4,14.1,2,6.5,13.9,2.3,1.1,3.6,20.6,132.62,5,16.2,15.6,0.0232984374514616,0.1834352422,0.263,6.7,0.192,0.102970218,0.1540097745,0.06490478,0.501154158,0.170192815,0.000510907,0.749771901,"California"
"819",15,90.5,12,1.2,3.3,7.7,3.4,6.8,1.2,28.2,132.03,6,11.5,23.2,0.0153765328481183,0.1817917144,0.28,6.6,0.186,0.093749031,0.1485597663,0.061015754,0.494161408,0.186821825,0.000228212,0.502598573,"California"
"820",11.9,94.2,5.3,2.2,5.1,11.6,1.7,4.1,0.9,26.7,149.45,4.7,14.5,18.7,0.0234027147149069,0.1301988738,0.203,8.3,0.155,0.0865146062,0.1115110372,0.057181261,0.510847397,0.193368581,0.000997718,0.889592005,"California"
"821",14.4,87.2,20.5,1.7,3.9,7.1,2.5,1.5,1.1,84.2,122.29,9.3,10.3,22.1,0.0373981861879699,0.2669976811,0.281,7.3,0.224,0.106469466,0.1343298112,0.055196006,0.490344587,0.166223545,0.000210887,0.665291529,"California"
"822",9.2,94.3,6.2,1.7,3.8,8,10.6,30.1,0.7,22.4,158.95,5.2,12.1,22.8,0.0191990054915155,0.1268649669,0.189,8.1,0.167,0.0604272554,0.1067353273,0.072394256,0.509192185,0.195850252,0.001049313,0.982928892,"California"
"823",11.8,93.6,5.1,2.4,5.6,10.6,2.1,8.1,0.9,34.1,146.6,5.3,13.5,18.5,0.0236699972026367,0.1406497811,0.232,8.8,0.169,0.08488951,0.1090926044,0.058464223,0.504121942,0.200774286,0.00097574,0.822433399,"California"
"824",9.6,94,9,1.7,3.4,7.1,2.7,14,0.6,31.6,154.17,5.7,10.4,27.7,0.0163333454321077,0.1622094957,0.229,8,0.159,0.0747569431,0.1168360979,0.057548006,0.513327031,0.194696343,0.001201788,0.900407769,"California"
"825",14.3,92.6,6.6,3.3,6.8,16.4,0.6,1.1,0.7,9.4,154.31,4.2,17.6,13.9,0.0220670839351629,0.1158769921,0.211,7.6,0.167,0.0809707875,0.11800872,0.058231869,0.508026678,0.190938913,0.000809086,0.623850796,"California"
"826",17,87.8,13,2.1,5.4,13.7,0.7,2.1,4.4,25.1,139.31,6.6,14.9,16.6,0.0205465379083624,0.1738762025,0.249,7.4,0.178,0.1201049657,0.1409600528,0.060211554,0.503115443,0.186979497,0.000901322,0.649036327,"California"
"827",9.9,92,11.2,1.8,3.9,7.5,8.1,14.6,0.7,48.5,140.24,6.3,11.8,23.2,0.0267378673710739,0.1880944795,0.216,8.4,0.18,0.1249206462,0.1060574833,0.071040754,0.507396837,0.172618614,0.00071876,0.94021004,"California"
"828",8,96,4.5,1.8,4,7.4,2.5,36.5,0.5,25.5,163.63,4.4,11.7,22.3,0.0229669121631735,0.1158074444,0.197,8.8,0.155,0.0594354134,0.0819943121,0.069438901,0.495390752,0.159234476,0.001028131,0.926625551,"California"
"829",18.6,87.5,12.5,2.3,7,15.5,1.6,1.6,3.7,12.6,140.95,3.6,16.9,14.9,0.0480285426767908,0.1731187146,0.238,6.3,0.187,0.0929978118,0.1459513042,0.077663871,0.50193794,0.164614227,0.00082656,0.739910913,"California"
"830",10,94.8,4.2,1.9,4.4,9.8,1.2,2.8,0.7,15.4,159.74,4.9,14.5,20.2,0.0115470853950051,0.1020105111,0.183,8.5,0.129,0.0700485327,0.1330239673,0.083335397,0.502690452,0.219316942,0.0008081,0.992075474,"Colorado"
"831",10.4,93.6,8.1,1,2.8,6.3,3.4,4,1.1,40,137.22,7.1,10.7,22.7,0.0160197550931099,0.1483081717,0.271,8.7,0.2,0.1260024349,0.1806983536,0.086623879,0.496405968,0.196776191,0.000431476,0.947921549,"Colorado"
"832",16,87.6,15,1.6,4.5,8.5,57.9,2.8,0.2,3.5,147.9,10.7,12.5,21.8,0.0425224682521051,0.2126913715,0.368,5.3,0.262,0.1221680112,0.1960646437,0.120888606,0.527190312,0.158958158,0.000891757,0.748651701,"Alabama"
"833",14.7,85.7,14.9,1.6,5.4,9.9,2.7,0.6,0.4,14,132.99,7.2,12.9,18,0.0239311614937207,0.219612101,0.337,8,0.306,0.1547843002,0.2159965441,0.080974757,0.50684658,0.145717183,0.000580628,0.624883088,"Alabama"
"834",13.2,92.6,9,1.6,4.6,8.5,24.3,2.6,0.6,4.9,157.36,7.2,13.8,20.7,0.0155517176462885,0.1471834807,0.328,7.3,0.227,0.1030032048,0.1642110787,0.097439079,0.511882051,0.155919332,0.000914784,0.714555376,"Alabama"
"835",19,89.2,12.3,1.6,4.7,8.7,19,1,0.3,2.8,143.07,6.7,12.6,19.1,0.0521573352997248,0.1841112436,0.364,7.1,0.309,0.0938771186,0.191246585,0.085946312,0.512884366,0.168780151,0.000451696,0.71120192,"Alabama"
"836",19.8,84.1,14.3,1.9,6.5,12.6,27.4,0.4,0.2,2.4,132.87,7.8,15.4,16.9,0.0419784181544312,0.2364316692,0.367,7.1,0.333,0.1197958552,0.2092048346,0.141638745,0.513737815,0.144198336,0.000440701,0.684568435,"Alabama"
"837",23.6,80.7,16.5,2.2,6.6,11.2,9.6,0.4,0.9,4,127.35,6.8,14.2,16.2,0.0608041346811583,0.2376159435,0.366,7.9,0.293,0.1568664111,0.2230488096,0.081273764,0.508980236,0.146565498,0.000261418,0.276745054,"Alabama"
"838",20.3,82,15.2,2,6.1,11.3,3.7,0.8,0.4,4,131.15,5.7,14.2,17.4,0.0431641174814676,0.2068544835,0.316,7.7,0.36,0.1199694831,0.249583379,0.085230147,0.512601703,0.131754652,0.00049393,0.620403322,"Tennessee"
"839",16.6,88.3,9.6,1.6,4.3,9.8,7.6,0.3,0.1,5.4,130.3,8.2,13.7,18,0.0326574236261616,0.1726650351,0.33,7.7,0.339,0.1176537284,0.2001035686,0.088974855,0.508945637,0.14631242,0.000126775,0.519580625,"Tennessee"
"840",20.5,83.7,15.1,1.9,5.3,10.7,2.3,0.5,0.3,5,130.16,6.2,13.5,18.6,0.0635516281321874,0.2183305409,0.322,7.3,0.378,0.1299067951,0.2362626376,0.087213599,0.506565563,0.135207564,0.000368936,0.571882172,"Tennessee"
"841",19.7,86.3,13.2,2.4,6,11.3,3.5,1.3,0.6,2.9,139.21,6.4,14.6,17.4,0.030072435344264,0.1909763127,0.309,7.3,0.342,0.1015809558,0.2071238492,0.086188437,0.51399863,0.137364777,0.000646873,0.656364387,"Tennessee"
"842",23.3,78.2,16.1,1.9,5.8,13.3,0.3,0.5,0.4,1.5,128.32,5.9,15,15.5,0.060383158588132,0.2443723449,0.322,7.9,0.32,0.1346631646,0.2501276585,0.078609222,0.511284867,0.120515321,0.000502316,0.547302188,"Tennessee"
"843",19.2,83.6,12.2,2.3,5.5,9.9,17.1,0.3,0.4,2.7,133.25,8.4,13.3,17.6,0.0489346518503415,0.218932919,0.35,7.1,0.392,0.1090750436,0.2200261912,0.093851886,0.519564381,0.12829146,0.000526326,0.557595153,"Tennessee"
"844",20.6,79.4,12.3,2,5.2,10.6,41.9,0.7,0.3,1.8,124.89,7.2,13.2,20.6,0.0436161776367962,0.2450089614,0.397,5.1,0.324,0.1182249322,0.2443560385,0.10893707,0.45201494,0.121657661,0.000272299,0.271199501,"Tennessee"
"845",10.8,94.4,6.9,1,2.7,6.5,14.8,3.4,0.3,8,147.38,7.2,10.7,24.2,0.0200067715226692,0.1631371986,0.361,7.8,0.288,0.1052669291,0.2032739602,0.08266197,0.50771287,0.175828493,0.000435348,0.820017974,"Tennessee"
"846",13.3,92.7,5.6,1.3,4.4,9.7,7.1,1.7,0.3,4.2,147.45,5.7,13.3,17,0.0177777777777778,0.1487891761,0.336,8.5,0.288,0.0927037054,0.1870405244,0.085386878,0.509869635,0.165570142,0.000356835,0.638477801,"Tennessee"
"847",16.4,82.1,15,2.3,4.5,8.8,1.6,1,1.7,56.7,128.79,9.4,12.1,19.4,0.0309171574765416,0.2248424331,0.295,6.9,0.274,0.13166835,0.1769900738,0.081035539,0.501118226,0.165586895,0.000684265,0.763317846,"New Mexico"
"848",11.3,88.1,12.4,1.3,3.3,6.4,3.8,0.6,1,58.7,124.14,8.1,10.6,21.6,0.0330407550530807,0.208735166,0.328,8.1,0.29,0.1414883991,0.1487734835,0.086404226,0.486257868,0.177404853,0.000309076,0.877856227,"New Mexico"
"849",13.5,88,8.9,2.2,6.1,14.9,1.1,1.3,3.2,51.2,155.46,6.5,15.8,16.5,0.0299888041797729,0.1463612975,0.135,7.5,0.11,0.1488234121,0.1264645121,0.100711782,0.515085671,0.164522759,0.001029014,0.762516474,"New Mexico"
"850",14.1,86.8,21.5,1.5,5,8.8,1.8,1.1,1.1,68.3,137.1,9.1,11,23.7,0.0344792710622374,0.2323837867,0.26,6.4,0.2,0.1371101918,0.1490095813,0.078029041,0.508428763,0.173460907,0.000681304,0.804208705,"New Mexico"
"851",28.8,72.6,20.2,2.4,5.8,12.3,1.3,1.2,1.4,77.7,136.32,9.4,15.7,18,0.0398680729223297,0.2936428982,0.229,6,0.188,0.1081958094,0.1663895392,0.106165971,0.504394813,0.14503646,0.000715129,0.70880822,"New Mexico"
"852",20.3,82.4,13.5,1.7,5.1,10.4,1.4,0.9,4.3,60.6,134.35,6.5,13.9,18.3,0.0287747201004499,0.2210244381,0.256,6.2,0.219,0.1427258509,0.1613197511,0.090711661,0.495795097,0.153752137,0.000290479,0.355640011,"New Mexico"
"853",13.7,90.2,12.4,1.8,4.5,9.4,3,2.6,4.9,50,149.91,7.6,12.9,21.7,0.0228377444559534,0.1854272836,0.219,7.4,0.164,0.1192941592,0.1397217682,0.092471114,0.509573043,0.163025841,0.001028544,0.916720498,"New Mexico"
"854",18.6,86.7,17.4,1.7,5.6,9.7,3.5,1.3,6.8,38.3,132.78,5.5,12.2,23,0.0404306614156721,0.204127965,0.261,5.9,0.214,0.143927774,0.1756027044,0.08295762,0.483779239,0.17081659,0.000466114,0.582519554,"New Mexico"
"855",24.4,78.8,22,1.8,4.4,9.4,1.1,0.1,41.5,38.4,130.93,9.8,13.3,20.4,0.0672997831451432,0.2400524177,0.297,5.1,0.255,0.13615473,0.2195185397,0.091317365,0.48997708,0.16060717,0.000475685,0.597398302,"New Mexico"
"856",15.2,86.6,24.8,1.6,3.9,7,35.2,3.7,0.7,56,128.03,15,11,23.4,0.0262545631268626,0.268376738,0.3,7.9,0.311,0.1110470163,0.1617293686,0.093754747,0.528353667,0.161269749,0.000555844,0.998226131,"New York"
"857",12.7,88.4,9.5,2.6,4.7,9.3,11.4,3.7,0.6,4.9,152.46,7.3,14,20.2,0.0212208943524271,0.1409191089,0.265,8,0.22,0.058138013,0.1702116357,0.077915432,0.517237459,0.215058892,0.00095205,0.950518815,"New York"
"858",16.3,87.9,10.4,1.9,5,9.5,4.3,1.4,0.3,2.9,139.6,5.6,14.5,21.9,0.0272631513724518,0.1534303918,0.301,7.5,0.258,0.068383887,0.2068701605,0.073518654,0.486216126,0.225069805,0.00070153,0.704863141,"New York"
"859",17.6,86.9,7,2.2,5.5,11,5.1,0.8,0.4,3.5,136.63,4.5,15.1,20.3,0.0495626822157434,0.1518662166,0.289,8.1,0.261,0.0693953559,0.175538571,0.063448813,0.475084107,0.191577548,0.000229667,0.758219625,"New York"
"860",9.9,94.7,2.3,1.6,5,10.1,3.1,2.1,0.2,15,155,3.3,15.8,17,0.0141568579864903,0.1138392841,0.253,9.3,0.236,0.0550903269,0.1540288645,0.077482659,0.501193124,0.23748829,0.00049474,0.843084946,"New York"
"861",16,86.4,8.4,2.7,6,11.4,1.3,0.6,0.2,2.2,139.54,5.1,15.2,17.1,0.040431484805848,0.141529368,0.311,7.9,0.318,0.0643163032,0.2010950305,0.071062598,0.505677735,0.198593259,0.000332805,0.669973186,"New York"
"862",12.7,90.8,5.7,2.4,5.5,11.4,2.5,1.4,0.4,4.7,154.26,5.6,15.2,17.3,0.0263962717541688,0.1346996489,0.283,8.5,0.221,0.0565834669,0.1783268579,0.067597457,0.509405616,0.212820372,0.000839715,0.812222624,"New York"
"863",15,86,9,2.2,5.9,10.8,1.7,1.5,0.1,1.6,141.96,5.8,15.1,17.2,0.0250532381310284,0.1623867605,0.325,8.1,0.237,0.05908782,0.1945151303,0.067219153,0.501929028,0.192147483,0.000604316,0.566047076,"New York"
"864",16.2,85.5,12.4,2.8,5.9,10.9,2.6,0.6,0.3,7.5,139.69,6.2,15.1,18.2,0.0461157270261609,0.1808941004,0.326,7.8,0.254,0.0659255934,0.2368754153,0.076962917,0.50467167,0.195931983,0.000573487,0.793506542,"New York"
"865",10,87.5,15.9,1.8,4.1,7.7,32.2,11.9,0.3,19,146.86,7.7,11.1,24.7,0.0264051447443308,0.1767601841,0.226,7.4,0.27,0.1020265175,0.1461599902,0.079306564,0.52570945,0.193692145,0.000635635,1,"New York"
"866",15.2,88.7,6.6,2.3,6.4,10.9,0.7,0.8,0.2,1.9,143.54,4.6,16.1,16,0.028830313014827,0.1509722183,0.3,8.7,0.253,0.0543011153,0.1690240396,0.069529086,0.503322395,0.194423237,0.000303318,0.701398533,"New York"
"867",16.5,87.1,10,2.2,5.1,10.1,5.8,0.6,0.3,4.9,133.87,7.1,15.6,19,0.0270855904658722,0.1776824211,0.314,8,0.275,0.0700917318,0.215646757,0.070145128,0.502636289,0.1921407,7.21466e-05,0.718466525,"New York"
"868",11.2,93.4,3.5,1.9,5,10.6,1.7,2.9,0.2,3.2,158.19,4.1,14.4,17.6,0.0182479373313695,0.1116044639,0.271,8.8,0.239,0.0492062222,0.1553191297,0.065132129,0.505203631,0.221092853,0.000707185,0.901906588,"New York"
"869",14.8,89.5,7.3,2.7,7,13.4,4.5,1.8,0.1,4.8,149.37,4.4,16.5,16.2,0.0333800654249282,0.115852845,0.244,8.4,0.223,0.0718957006,0.1781327918,0.064205015,0.498483333,0.199991689,0.000503991,0.721361101,"New York"
"870",9.5,92,6,2.7,5.1,8.9,14.9,6,0.4,24.7,161.24,6.1,13.5,17.6,0.0166389007164029,0.1428114462,0.208,9.2,0.214,0.0822462906,0.1137975489,0.08093238,0.515881306,0.192357401,0.001373418,0.992998726,"New York"
"871",17.2,84.6,11.5,2.7,7.4,13.9,1.8,0.8,0.1,3.9,140.31,5.2,16.6,15.9,0.0314415972331394,0.1498064234,0.294,8.5,0.262,0.0727218935,0.1946928172,0.069587629,0.49654021,0.199713648,0.00036914,0.597019592,"New York"
"872",16.5,84.3,14.3,2.9,5.2,10.2,2.2,0.7,0.1,14.1,135.29,6.4,14.2,18.2,0.0283085633404105,0.1617757453,0.291,7.8,0.303,0.0745758514,0.204441061,0.072876448,0.50700138,0.195398762,0.000584183,0.669985464,"New York"
"873",9.8,89.7,9.4,1.9,4.7,9.3,10.3,9.3,0.2,18.4,147.8,6.1,13.7,19.7,0.0291907034959543,0.1772890061,0.276,9.1,0.299,0.0642485129,0.1564606067,0.079204548,0.515662322,0.189817915,0.000969323,0.998826617,"New York"
"874",16.6,86.4,12.6,2.3,4.9,9.7,2.4,1,0.8,2.4,141.31,6.3,13.8,20,0.047201680750044,0.1712841074,0.304,7.6,0.256,0.067688301,0.1847193943,0.068071313,0.489158291,0.206426334,0.000504473,0.667315801,"New York"
"875",9.7,93.9,7.1,1.9,3.6,8.4,3.8,9.7,0.2,5.2,171.12,4.9,11.3,29.4,0.0194565777825338,0.1488660186,0.244,7.7,0.202,0.0640400329,0.1498778564,0.065912117,0.50758551,0.209526147,0.000924461,0.854505534,"New York"
"876",14.8,89.2,5.7,2.9,6,12.7,1.3,1,0.3,2.6,149.24,4.3,16.1,17.3,0.0342332529370575,0.1122265823,0.259,8.4,0.223,0.0582828657,0.1818003895,0.06409002,0.510926634,0.221914653,0.00117487,0.990122818,"New York"
"877",13,87.1,8.5,2.1,4.6,9.3,1.9,0.8,0.2,2.7,145.71,6.1,13,23.7,0.0209104405829831,0.1605198127,0.282,8.2,0.287,0.0520645367,0.1848716208,0.074854873,0.511670481,0.211539677,0.000494907,0.862027728,"New York"
"878",12.7,92.2,6,2.2,5.2,9.6,10.5,3.5,0.3,12.2,151.59,5.6,14.9,19.1,0.0183849815128797,0.1337707659,0.244,8.6,0.228,0.0621779839,0.1549170228,0.073079392,0.501706438,0.182215338,0.000703287,0.834699215,"New York"
"879",12.5,86.8,2.1,2.6,5.4,12.5,0.4,0.7,1.9,4.2,150.43,4.2,15.2,17.1,0.0363840836172394,0.123432983,0.251,7.5,0.214,0.1229539399,0.1614557141,0.064640411,0.497317881,0.1890609,0.00069979,0.880821541,"Wyoming"
"880",14.6,88.3,8,1.4,5.7,10.7,0.5,0.5,20.8,6.9,143.02,6.1,14.2,17.8,0.0354152437327667,0.1677068078,0.297,7.9,0.263,0.1886186324,0.1785080405,0.091373026,0.498633269,0.164930772,0.000868163,0.655957929,"Wyoming"
"881",15.3,88.8,9.5,3,5.2,10.2,6.3,1.3,0.3,3.1,141.64,6.7,14.6,18.4,0.0166164217722601,0.1609387713,0.333,7.8,0.284,0.0507944892,0.2063333951,0.074613941,0.503973495,0.184946038,0.000815427,0.845187437,"New York"
"882",13.9,90,10,2.4,4.8,9.6,15.3,3.6,0.4,8.8,154.48,7.9,13.7,21.1,0.0189905639793447,0.1464245027,0.283,7.8,0.22,0.0554496717,0.1638627646,0.08330612,0.517318487,0.192408801,0.001035219,0.94116027,"New York"
"883",14.4,87.5,11.3,2.9,5.4,10.1,6,4,0.2,5.8,142.1,6.7,14,19.2,0.0317976103878002,0.1568220777,0.321,8,0.265,0.0604342575,0.1653292026,0.078298534,0.501699901,0.203144614,0.000744086,0.904337571,"New York"
"884",13.8,91.4,8.1,2.3,5.4,11.4,6,1.9,0.2,10.2,149.2,5.3,15.4,18.9,0.0229564555232672,0.1385539251,0.264,8.1,0.231,0.0753572059,0.1581239014,0.067705973,0.503724369,0.234422182,0.000721649,0.855199926,"New York"
"885",12.7,90.6,7.9,2.1,5,10,2.9,1.3,0.2,3.7,145.02,5.5,14.9,21,0.0158160279627374,0.1439137315,0.303,8.2,0.239,0.0571721522,0.1705980231,0.059897932,0.497113155,0.204028872,0.000432653,0.792439558,"New York"
"886",14.7,87.8,9,2.6,6.2,11.8,2.2,1.4,0.2,3.7,148.85,5.1,14.8,20.7,0.041841704463673,0.1476506694,0.295,7.8,0.218,0.0637400126,0.1697289201,0.064720463,0.514335158,0.203582601,0.00115443,0.680961789,"New York"
"887",13.9,84,10.4,2.8,6,12.8,5.8,1,0.6,5.9,138.32,4.1,15.8,18.5,0.0231622833800088,0.1640831806,0.24,8.2,0.26,0.0693879872,0.1750188925,0.08023416,0.478024754,0.201214526,0.000377953,0.794152902,"New York"
"888",11.3,90.3,7.1,2.5,4.6,9.4,12.4,6.6,0.2,6,158.58,6.7,13.2,23.6,0.0293047926360312,0.134795327,0.26,8,0.229,0.054516989,0.151485541,0.083682008,0.516250818,0.200280051,0.001053717,0.913071492,"New York"
"889",16.1,85.1,11.7,2.3,5.4,10.7,1.5,1.2,0.2,1.6,140.07,5.5,14.3,19.2,0.0452293775576136,0.1490841487,0.288,8.2,0.245,0.0615511457,0.2091304657,0.069359087,0.491535145,0.212720854,0.00040032,0.58789278,"New York"
"890",16,82.4,11,2.3,5.6,10.8,1.4,0.8,3.2,2.1,137.18,6.4,15.1,17.2,0.0325351379489849,0.1852914104,0.28,8.1,0.288,0.0750964108,0.2339152383,0.079706345,0.503096155,0.211192422,0.000487667,0.647322485,"New York"
"891",12.4,88.2,6.6,2.2,5.1,10.3,1.8,0.9,0.5,2.2,144.43,4.6,15.2,18.5,0.0169503496009605,0.1280213285,0.281,8.6,0.296,0.055492093,0.1815902254,0.065513514,0.508502853,0.20848863,0.000598477,0.75031998,"New York"
"892",13.5,90.9,7.4,2.8,4.8,9.2,10.1,4.7,0.2,7.1,148.55,5.8,13.7,19.7,0.0334728033472803,0.1432455321,0.27,8.1,0.22,0.0568939126,0.1649913375,0.08393024,0.512387336,0.216116559,0.000789113,0.959199106,"New York"
"893",14.7,87.6,6.8,2.6,5.7,10,2.1,0.8,0.8,3.3,141.63,4.8,15.4,18.7,0.0452087426753143,0.1670799334,0.268,8.6,0.245,0.0581781282,0.2038222999,0.059102777,0.502428098,0.184056681,0.000356313,0.618019608,"New York"
"894",18.6,83.9,11.4,2,5.8,11.5,4.6,0.5,0.4,5.5,130,5.4,14.8,16.5,0.0438869180411806,0.1671982729,0.332,6.4,0.272,0.1511073306,0.1838595839,0.098476798,0.504475193,0.172781637,0.000455177,0.769959894,"North Carolina"
"895",14.2,87.7,9.3,1.7,5.2,10.6,8.2,4.3,0.3,9.7,137.96,6.2,13.8,17.6,0.0289942767818874,0.1858791797,0.303,7.6,0.27,0.1394715848,0.1705023395,0.088385683,0.510491567,0.168937197,0.000690073,0.661267962,"North Carolina"
"896",16.1,80.3,16.2,1.9,5.4,10.9,21,1,0.3,3.5,133.74,7.8,14,17.7,0.0460853090276,0.1791872094,0.326,6.9,0.299,0.1323053298,0.2109201385,0.100039698,0.519795355,0.155578256,0.000516108,0.606486674,"North Carolina"
"897",16.4,90.6,11.3,2.1,5.8,10.9,21.6,2.8,0.9,7.3,141.73,7.3,12.4,23,0.0466417910447761,0.1661645094,0.296,7,0.257,0.1178199769,0.1731234023,0.080511594,0.49410798,0.179394887,0.000724981,0.806907879,"North Carolina"
"898",16.7,77,20.3,2,5.7,11.3,57.6,0.2,0.1,4.6,127.9,12.8,14.9,17.9,0.0442265166810884,0.2488607658,0.363,5.3,0.311,0.1221032847,0.2179142838,0.123946785,0.537492029,0.129726516,0.000350877,0.613311642,"North Carolina"
"899",15.8,88.8,11.1,1.4,5.1,10.1,30.1,0.5,0.4,7.9,136.07,8.8,14.6,17.5,0.0266156533311154,0.1858392897,0.335,7.5,0.282,0.1096741942,0.1811679996,0.089051463,0.490792973,0.164278081,0.000477213,0.572785233,"North Carolina"
"900",13.3,91.4,11.6,1.1,3.7,7.4,20.8,1.1,1,12.8,138.4,8,10.8,21.9,0.0372539377412192,0.2064400309,0.33,7.5,0.299,0.1307849272,0.1877031638,0.084890174,0.504152627,0.169515021,0.000288747,0.591665359,"North Carolina"
"901",18.1,87.2,16.2,1.1,2.2,6.3,33.8,1.5,8.1,13.3,135.02,8.2,10.7,23.7,0.0237382221897597,0.2093340469,0.328,6.5,0.253,0.1661269499,0.2278490382,0.093167702,0.504656228,0.168266454,0.000132901,0.601401431,"North Carolina"
"902",15.5,88.8,7.3,3.3,7.8,14.3,3.5,1.3,0.4,10.1,147.71,4.3,14.6,14.6,0.0274094631171412,0.1601073207,0.295,8,0.251,0.1457096728,0.1520356358,0.070486342,0.519057167,0.15757153,0.000861036,0.925257635,"North Carolina"
"903",12.7,90.3,8.4,1.5,4.6,9.4,12.2,2.5,0.3,7.6,143.78,6.3,13.4,17.5,0.0291422646902233,0.1444277675,0.312,7.9,0.231,0.1179789725,0.1673459683,0.082892973,0.507616415,0.18439882,0.000706439,0.691332627,"North Carolina"
"904",8,94.4,8.4,1.2,3,6.7,31.6,5.9,0.4,13.3,157.19,7.5,10.9,23.5,0.0174604466034861,0.1445469995,0.251,7.3,0.194,0.1287447992,0.1541585812,0.093515269,0.519894581,0.195555388,0.00086938,0.922052178,"North Carolina"
"905",20.8,74.2,17,2.7,8.3,14.2,56.4,0.3,0.7,2.3,128.1,9.4,17.3,15.2,0.0965643423460053,0.2490073809,0.356,5.6,0.282,0.1266733267,0.2053016765,0.117110266,0.514,0.121276192,9.79144e-05,0.227702611,"North Carolina"
"906",13.6,89.1,14,1.1,4,7.7,34.7,1.7,0.3,6.3,148.4,9,11.2,26.7,0.0289026979556899,0.1976511012,0.3,6.6,0.26,0.1245184591,0.2035304706,0.095452711,0.529409773,0.193355272,0.001006586,0.785629327,"North Carolina"
"907",15.8,87.3,12.3,1.9,5.2,10.1,16.2,0.9,0.4,8.8,134.27,7.7,13.8,18.4,0.0339794141382679,0.1584928931,0.338,7,0.289,0.138536281,0.1943156749,0.095203356,0.506956901,0.168060673,0.00041684,0.850781634,"North Carolina"
"908",19,82.2,15.8,1.9,5.4,10.6,49.8,0.7,1.5,7.8,129.36,12.1,13.7,18,0.0403750392535104,0.2380835562,0.38,6,0.319,0.1373348289,0.2124924762,0.123833544,0.533563873,0.132409549,0.000359002,0.747787416,"North Carolina"
"909",9.4,94.4,5.8,1.1,3.5,7.7,11.4,3,0.2,11.1,149.24,5.5,11.7,15.6,0.0173796564762535,0.1418859737,0.283,8.5,0.213,0.1133797299,0.1474886515,0.07928987,0.507868282,0.181429232,0.000606082,0.661139042,"North Carolina"
"910",18.7,83.5,12.8,2,6.9,12.1,4,0.6,0.3,6.5,129.72,4.7,14.9,16.2,0.0423005674110594,0.1851479604,0.298,7.5,0.307,0.1590253108,0.1898282485,0.090890096,0.507142857,0.157169274,0.000423345,0.736991635,"North Carolina"
"911",17.1,85.4,11.3,1.9,5.1,10.8,39.3,0.9,0.6,7,135.96,7.8,14.3,17.9,0.0287185159972771,0.1944432743,0.351,6.6,0.266,0.1243083443,0.1837502305,0.091881188,0.520195734,0.156272825,0.000596259,0.44889399,"North Carolina"
"912",15.4,83.2,14.8,2,5.1,10.3,39.6,0.8,0.6,10.4,132.55,9.1,14.2,18,0.0577005708673501,0.2090858935,0.33,6.7,0.271,0.1498272949,0.1978609292,0.109550562,0.525942616,0.147703589,0.000452799,0.710749194,"North Carolina"
"913",20,84.5,8.3,3.3,8.4,17.4,18.4,0.6,0.2,3.9,136.73,2.8,17.6,15.1,0.0789265982636148,0.1717041402,0.32,7.8,0.276,0.1323800738,0.1714530003,0.090483619,0.489041416,0.152932401,0.000469447,0.440885575,"North Carolina"
"914",16.1,86.5,10.8,1.8,5.3,10.3,6,1.2,0.5,11.4,130,5.8,13.9,17.2,0.0320890680916073,0.1694982985,0.318,7.6,0.32,0.1608612351,0.1998607439,0.08013534,0.506909968,0.170706127,0.00044118,0.548775326,"North Carolina"
"915",15.6,82.4,11.3,2.2,6.3,11.8,4.2,0.4,0.4,3.1,129.69,6.4,16,15.8,0.0285921657465854,0.1453143316,0.293,7.7,0.295,0.1277100636,0.1674806296,0.088904694,0.508406187,0.169645601,0.000258894,0.638530833,"North Carolina"
"916",17.5,90.5,14.9,1.2,3.5,6.9,37,2.5,1.5,11.6,143.18,9.8,10.5,27.4,0.0370114043270243,0.2222725112,0.334,6,0.254,0.1077149202,0.1782720673,0.097327282,0.509967077,0.161896293,0.000741111,0.790818675,"North Carolina"
"917",11.3,88.1,11.9,1.8,4.3,8.7,33.9,4.9,0.5,8,150.03,9.3,12.4,21,0.0297936927314633,0.1581844114,0.314,6.6,0.231,0.1317429675,0.1889949317,0.094929755,0.52573418,0.178116696,0.000805641,0.924548429,"North Carolina"
"918",14.2,86.7,11.9,1.5,5.9,11.9,2.2,0.7,8,5.9,147.18,6.2,12.7,23.3,0.0230802963510051,0.1874226774,0.288,6.9,0.243,0.1811978772,0.1950888796,0.076476984,0.508960489,0.182235374,0.000920877,0.995058479,"North Carolina"
